IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
35.204.12.240	443	443	TRUE	FRA	Europe	Frankfurt	173	10.41
35.234.68.60	443	443	TRUE	FRA	Europe	Frankfurt	191	10.4
34.141.236.235	443	443	TRUE	FRA	Europe	Frankfurt	183	10.39
34.118.55.40	443	443	TRUE	FRA	Europe	Frankfurt	189	10.39
34.91.91.210	443	443	TRUE	FRA	Europe	Frankfurt	180	10.39
34.65.19.230	443	443	TRUE	FRA	Europe	Frankfurt	176	10.39
34.65.167.176	443	443	TRUE	FRA	Europe	Frankfurt	172	10.38
34.90.66.225	443	443	TRUE	FRA	Europe	Frankfurt	178	10.37
34.65.133.188	443	443	TRUE	FRA	Europe	Frankfurt	176	10.37
34.91.91.210	443	443	TRUE	FRA	Europe	Frankfurt	198	10.37
34.34.51.194	443	443	TRUE	FRA	Europe	Frankfurt	174	10.37
34.141.51.251	443	443	TRUE	FRA	Europe	Frankfurt	173	10.36
34.159.30.150	443	443	TRUE	FRA	Europe	Frankfurt	177	10.36
34.154.143.132	443	443	TRUE	FRA	Europe	Frankfurt	177	10.34
34.90.185.80	443	443	TRUE	FRA	Europe	Frankfurt	161	10.33
34.154.57.166	443	443	TRUE	FRA	Europe	Frankfurt	178	10.33
34.32.232.90	443	443	TRUE	FRA	Europe	Frankfurt	179	10.33
34.118.112.163	443	443	TRUE	FRA	Europe	Frankfurt	178	10.33
34.154.173.38	443	443	TRUE	FRA	Europe	Frankfurt	168	10.33
34.91.141.104	443	443	TRUE	FRA	Europe	Frankfurt	182	10.32
35.242.239.61	443	443	TRUE	FRA	Europe	Frankfurt	182	10.31
34.88.63.160	443	443	TRUE	FRA	Europe	Frankfurt	191	10.28
34.65.198.87	443	443	TRUE	EWR	North America	Newark	174	10.28
34.91.67.64	443	443	TRUE	FRA	Europe	Frankfurt	180	10.27
34.65.59.26	443	443	TRUE	FRA	Europe	Frankfurt	171	10.25
34.90.88.12	443	443	TRUE	FRA	Europe	Frankfurt	161	10.23
34.91.83.51	443	443	TRUE	FRA	Europe	Frankfurt	172	10.22
34.34.24.107	443	443	TRUE	FRA	Europe	Frankfurt	175	10.21
34.118.42.177	443	443	TRUE	FRA	Europe	Frankfurt	187	10.21
34.65.78.7	443	443	TRUE	FRA	Europe	Frankfurt	174	10.2
34.65.154.40	443	443	TRUE	FRA	Europe	Frankfurt	174	10.19
34.118.67.168	443	443	TRUE	FRA	Europe	Frankfurt	188	10.19
34.91.250.0	443	443	TRUE	FRA	Europe	Frankfurt	233	10.18
35.204.214.60	443	443	TRUE	FRA	Europe	Frankfurt	176	10.17
34.141.10.79	443	443	TRUE	FRA	Europe	Frankfurt	166	10.16
35.197.23.75	443	443	TRUE	SEA	North America	Seattle	157	10.15
34.154.3.87	443	443	TRUE	FRA	Europe	Frankfurt	179	10.15
34.65.181.153	443	443	TRUE	FRA	Europe	Frankfurt	163	10.14
34.65.174.156	443	443	TRUE	FRA	Europe	Frankfurt	173	10.14
34.116.171.235	443	443	TRUE	FRA	Europe	Frankfurt	173	10.13
34.91.83.51	443	443	TRUE	FRA	Europe	Frankfurt	184	10.11
34.116.132.141	443	443	TRUE	FRA	Europe	Frankfurt	180	10.11
34.116.248.189	443	443	TRUE	FRA	Europe	Frankfurt	200	10.1
34.65.5.18	443	443	TRUE	FRA	Europe	Frankfurt	173	10.07
34.91.146.141	443	443	TRUE	FRA	Europe	Frankfurt	190	10.07
34.91.231.89	443	443	TRUE	FRA	Europe	Frankfurt	175	10.07
34.154.107.139	443	443	TRUE	FRA	Europe	Frankfurt	187	10.06
35.204.203.40	443	443	TRUE	FRA	Europe	Frankfurt	176	10.05
34.65.190.252	443	443	TRUE	AMS	Europe	Amsterdam	175	10.05
34.154.176.30	443	443	TRUE	FRA	Europe	Frankfurt	178	10.04
34.32.255.76	443	443	TRUE	FRA	Europe	Frankfurt	187	10.04
34.32.255.76	443	443	TRUE	FRA	Europe	Frankfurt	178	10.04
34.118.91.146	443	443	TRUE	FRA	Europe	Frankfurt	194	10.03
34.65.244.35	443	443	TRUE	FRA	Europe	Frankfurt	178	10.03
34.116.181.51	443	443	TRUE	FRA	Europe	Frankfurt	186	10.03
34.65.118.112	443	443	TRUE	FRA	Europe	Frankfurt	179	10.02
34.32.178.41	443	443	TRUE	FRA	Europe	Frankfurt	164	10.01
34.65.253.40	443	443	TRUE	FRA	Europe	Frankfurt	172	9.99
35.204.20.220	443	443	TRUE	FRA	Europe	Frankfurt	174	9.98
34.32.220.33	443	443	TRUE	FRA	Europe	Frankfurt	185	9.98
34.65.19.230	443	443	TRUE	FRA	Europe	Frankfurt	174	9.97
34.116.158.147	443	443	TRUE	FRA	Europe	Frankfurt	185	9.97
34.91.110.151	443	443	TRUE	FRA	Europe	Frankfurt	196	9.97
34.91.81.192	443	443	TRUE	FRA	Europe	Frankfurt	186	9.96
34.65.163.152	443	443	TRUE	FRA	Europe	Frankfurt	175	9.96
34.107.0.78	443	443	TRUE	FRA	Europe	Frankfurt	240	9.96
34.32.212.53	443	443	TRUE	FRA	Europe	Frankfurt	182	9.94
34.154.167.40	443	443	TRUE	FRA	Europe	Frankfurt	176	9.94
34.65.150.119	443	443	TRUE	FRA	Europe	Frankfurt	173	9.94
35.204.133.67	443	443	TRUE	FRA	Europe	Frankfurt	175	9.94
34.118.76.103	443	443	TRUE	FRA	Europe	Frankfurt	188	9.94
34.118.91.9	443	443	TRUE	FRA	Europe	Frankfurt	187	9.93
35.204.88.54	443	443	TRUE	FRA	Europe	Frankfurt	180	9.89
34.116.238.166	443	443	TRUE	FRA	Europe	Frankfurt	186	9.89
34.65.222.230	443	443	TRUE	FRA	Europe	Frankfurt	176	9.89
34.90.66.225	443	443	TRUE	FRA	Europe	Frankfurt	176	9.88
34.116.142.89	443	443	TRUE	FRA	Europe	Frankfurt	188	9.87
34.118.27.151	443	443	TRUE	FRA	Europe	Frankfurt	193	9.87
34.107.85.111	443	443	TRUE	FRA	Europe	Frankfurt	171	9.86
35.204.2.239	443	443	TRUE	FRA	Europe	Frankfurt	179	9.86
34.65.12.109	443	443	TRUE	FRA	Europe	Frankfurt	174	9.86
34.141.239.181	443	443	TRUE	FRA	Europe	Frankfurt	171	9.86
34.65.233.74	443	443	TRUE	FRA	Europe	Frankfurt	174	9.86
34.65.127.158	443	443	TRUE	FRA	Europe	Frankfurt	180	9.85
34.159.232.109	443	443	TRUE	FRA	Europe	Frankfurt	179	9.85
35.204.221.42	443	443	TRUE	FRA	Europe	Frankfurt	208	9.84
34.116.159.30	443	443	TRUE	FRA	Europe	Frankfurt	190	9.83
34.90.97.178	443	443	TRUE	FRA	Europe	Frankfurt	166	9.81
34.65.193.203	443	443	TRUE	FRA	Europe	Frankfurt	175	9.81
34.91.32.48	443	443	TRUE	AMS	Europe	Amsterdam	175	9.8
34.32.164.220	443	443	TRUE	FRA	Europe	Frankfurt	180	9.8
34.116.142.89	443	443	TRUE	FRA	Europe	Frankfurt	188	9.8
35.204.120.102	443	443	TRUE	FRA	Europe	Frankfurt	173	9.79
34.90.66.225	443	443	TRUE	FRA	Europe	Frankfurt	184	9.78
34.118.80.189	443	443	TRUE	FRA	Europe	Frankfurt	199	9.78
34.90.239.45	443	443	TRUE	FRA	Europe	Frankfurt	175	9.78
34.91.231.89	443	443	TRUE	FRA	Europe	Frankfurt	176	9.77
34.91.190.69	443	443	TRUE	EWR	North America	Newark	177	9.76
34.65.193.203	443	443	TRUE	FRA	Europe	Frankfurt	170	9.75
34.154.61.102	443	443	TRUE	FRA	Europe	Frankfurt	193	9.75
34.65.137.126	443	443	TRUE	FRA	Europe	Frankfurt	173	9.73
34.116.244.60	443	443	TRUE	FRA	Europe	Frankfurt	188	9.73
34.116.238.191	443	443	TRUE	FRA	Europe	Frankfurt	184	9.72
34.65.206.32	443	443	TRUE	FRA	Europe	Frankfurt	162	9.72
34.118.55.40	443	443	TRUE	FRA	Europe	Frankfurt	185	9.72
34.154.154.29	443	443	TRUE	FRA	Europe	Frankfurt	184	9.7
35.204.115.8	443	443	TRUE	FRA	Europe	Frankfurt	175	9.7
34.88.63.160	443	443	TRUE	FRA	Europe	Frankfurt	187	9.69
34.65.236.226	443	443	TRUE	FRA	Europe	Frankfurt	162	9.68
35.204.89.251	443	443	TRUE	FRA	Europe	Frankfurt	175	9.68
34.116.238.191	443	443	TRUE	FRA	Europe	Frankfurt	187	9.67
35.204.248.160	443	443	TRUE	FRA	Europe	Frankfurt	177	9.66
34.118.99.192	443	443	TRUE	FRA	Europe	Frankfurt	194	9.64
34.65.142.228	443	443	TRUE	FRA	Europe	Frankfurt	182	9.64
34.116.203.209	443	443	TRUE	FRA	Europe	Frankfurt	190	9.64
34.118.95.108	443	443	TRUE	FRA	Europe	Frankfurt	190	9.64
34.107.119.215	443	443	TRUE	FRA	Europe	Frankfurt	203	9.63
35.204.199.102	443	443	TRUE	FRA	Europe	Frankfurt	178	9.63
34.65.123.126	443	443	TRUE	FRA	Europe	Frankfurt	175	9.62
34.154.129.230	443	443	TRUE	FRA	Europe	Frankfurt	193	9.61
34.141.44.244	443	443	TRUE	FRA	Europe	Frankfurt	177	9.61
34.116.244.155	443	443	TRUE	FRA	Europe	Frankfurt	192	9.6
34.65.241.224	443	443	TRUE	FRA	Europe	Frankfurt	172	9.6
34.159.248.174	443	443	TRUE	FRA	Europe	Frankfurt	179	9.6
34.65.88.186	443	443	TRUE	FRA	Europe	Frankfurt	166	9.58
35.222.162.216	8080	80	FALSE	ORD	North America	Chicago	204	9.57
34.90.122.86	443	443	TRUE	FRA	Europe	Frankfurt	175	9.57
34.107.85.111	443	443	TRUE	FRA	Europe	Frankfurt	249	9.57
34.91.231.245	443	443	TRUE	FRA	Europe	Frankfurt	168	9.54
34.91.32.48	443	443	TRUE	FRA	Europe	Frankfurt	173	9.53
34.91.190.69	443	443	TRUE	EWR	North America	Newark	182	9.53
34.116.225.214	443	443	TRUE	FRA	Europe	Frankfurt	186	9.52
34.65.133.188	443	443	TRUE	FRA	Europe	Frankfurt	180	9.52
34.118.11.220	443	0	TRUE	FRA	Europe	Frankfurt	188	9.52
34.65.69.117	443	443	TRUE	FRA	Europe	Frankfurt	173	9.51
34.65.127.158	443	443	TRUE	FRA	Europe	Frankfurt	172	9.51
34.65.122.213	443	443	TRUE	FRA	Europe	Frankfurt	178	9.5
34.65.219.21	443	443	TRUE	FRA	Europe	Frankfurt	172	9.49
34.91.69.135	443	443	TRUE	FRA	Europe	Frankfurt	195	9.49
34.91.250.0	443	443	TRUE	FRA	Europe	Frankfurt	187	9.49
34.89.211.255	443	443	TRUE	FRA	Europe	Frankfurt	174	9.46
34.118.75.84	443	443	TRUE	FRA	Europe	Frankfurt	190	9.44
34.154.59.132	443	443	TRUE	FRA	Europe	Frankfurt	178	9.43
34.65.79.169	443	443	TRUE	FRA	Europe	Frankfurt	175	9.43
34.154.247.201	443	443	TRUE	FRA	Europe	Frankfurt	186	9.42
34.107.0.78	443	443	TRUE	FRA	Europe	Frankfurt	183	9.4
34.116.174.214	443	443	TRUE	FRA	Europe	Frankfurt	187	9.37
34.65.75.131	443	443	TRUE	FRA	Europe	Frankfurt	171	9.37
34.91.250.0	443	443	TRUE	FRA	Europe	Frankfurt	175	9.36
34.65.198.73	443	443	TRUE	FRA	Europe	Frankfurt	171	9.36
34.154.73.91	443	443	TRUE	FRA	Europe	Frankfurt	185	9.36
34.154.184.38	443	443	TRUE	FRA	Europe	Frankfurt	179	9.35
34.91.130.108	443	443	TRUE	FRA	Europe	Frankfurt	182	9.35
34.65.167.176	443	443	TRUE	FRA	Europe	Frankfurt	178	9.34
35.204.195.174	443	443	TRUE	FRA	Europe	Frankfurt	176	9.33
34.154.255.245	443	443	TRUE	FRA	Europe	Frankfurt	182	9.32
34.91.141.104	443	443	TRUE	FRA	Europe	Frankfurt	179	9.32
34.116.247.197	443	443	TRUE	FRA	Europe	Frankfurt	187	9.32
34.116.234.141	443	443	TRUE	FRA	Europe	Frankfurt	189	9.31
35.232.39.116	80	80	FALSE	DFW	North America	Dallas	205	9.31
34.154.217.60	443	443	TRUE	FRA	Europe	Frankfurt	187	9.31
34.118.75.245	443	443	TRUE	FRA	Europe	Frankfurt	190	9.3
34.118.50.32	443	443	TRUE	FRA	Europe	Frankfurt	193	9.26
34.65.71.15	443	443	TRUE	FRA	Europe	Frankfurt	196	9.24
34.118.91.9	443	443	TRUE	FRA	Europe	Frankfurt	215	9.22
34.65.217.236	443	443	TRUE	FRA	Europe	Frankfurt	174	9.21
34.90.239.45	443	443	TRUE	FRA	Europe	Frankfurt	175	9.21
34.116.176.165	443	443	TRUE	FRA	Europe	Frankfurt	188	9.21
